KEY,ENTITY,D0,D1,D2,D3,D4,D5,D6,D7,REFERENCES
256,FACE_OUTER_BOUND,0.0,1849.0,1.0,0.0,0.0,0.0,0.0,0.0,[1849]
257,LINE,0.0,1313.0,160.0,0.0,0.0,0.0,0.0,0.0,"[1313, 160]"
258,LINE,0.0,1249.0,225.0,0.0,0.0,0.0,0.0,0.0,"[1249, 225]"
259,VECTOR,0.0,1244.0,1000.0,0.0,0.0,0.0,0.0,0.0,[1244]
260,CIRCLE,0.0,1397.0,2.749999999999992,0.0,0.0,0.0,0.0,0.0,[1397]
261,EDGE_LOOP,0.0,1808.0,1804.0,0.0,0.0,0.0,0.0,0.0,"[1808, 1804]"
262,EDGE_LOOP,0.0,1802.0,1805.0,1800.0,1803.0,0.0,0.0,0.0,"[1802, 1805, 1800, 1803]"
263,FACE_OUTER_BOUND,0.0,1843.0,1.0,0.0,0.0,0.0,0.0,0.0,[1843]
264,LINE,0.0,989.0,275.0,0.0,0.0,0.0,0.0,0.0,"[989, 275]"
265,EDGE_LOOP,0.0,1733.0,1860.0,1684.0,1753.0,0.0,0.0,0.0,"[1733, 1860, 1684, 1753]"
266,FACE_OUTER_BOUND,0.0,120.0,1.0,0.0,0.0,0.0,0.0,0.0,[120]
267,CARTESIAN_POINT,0.0,-21.213351823494794,7.129999999999994,37.49999999999998,0.0,0.0,0.0,0.0,[]
268,CARTESIAN_POINT,0.0,-21.213351823494794,21.25,20.249999999999968,0.0,0.0,0.0,0.0,[]
269,LINE,0.0,1022.0,1339.0,0.0,0.0,0.0,0.0,0.0,"[1022, 1339]"
270,LINE,0.0,1004.0,278.0,0.0,0.0,0.0,0.0,0.0,"[1004, 278]"
271,VECTOR,0.0,1003.0,1000.0,0.0,0.0,0.0,0.0,0.0,[1003]
272,VECTOR,0.0,995.0,1000.0,0.0,0.0,0.0,0.0,0.0,[995]
273,CIRCLE,0.0,1390.0,2.500000000000002,0.0,0.0,0.0,0.0,0.0,[1390]
274,LINE,0.0,978.0,272.0,0.0,0.0,0.0,0.0,0.0,"[978, 272]"
275,VECTOR,0.0,990.0,1000.0,0.0,0.0,0.0,0.0,0.0,[990]
276,CIRCLE,0.0,1396.0,2.4999999999999987,0.0,0.0,0.0,0.0,0.0,[1396]
277,CIRCLE,0.0,1389.0,2.749999999999992,0.0,0.0,0.0,0.0,0.0,[1389]
278,VECTOR,0.0,1005.0,1000.0,0.0,0.0,0.0,0.0,0.0,[1005]
279,MANIFOLD_SOLID_BREP,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,[151]
280,B_SPLINE_CURVE_WITH_KNOTS,0.0,3.0,0.0,1261.0,1260.0,1254.0,0.0,0.0,"[\n, 1258, 1261, 1260, 1254]"
281,B_SPLINE_CURVE_WITH_KNOTS,0.0,3.0,0.0,1294.0,1293.0,1292.0,0.0,0.0,"[\n, 1298, 1294, 1293, 1292]"
282,ADVANCED_BREP_SHAPE_REPRESENTATION,0.0,279.0,1366.0,872.0,0.0,0.0,0.0,0.0,"[279, 1366, 872]"
283,UNCERTAINTY_MEASURE_WITH_UNIT,0.0,1138.0,0.0,0.0,0.0,0.0,0.0,0.0,[1138]
284,B_SPLINE_CURVE_WITH_KNOTS,0.0,3.0,0.0,980.0,981.0,982.0,0.0,0.0,"[\n, 975, 980, 981, 982]"
285,B_SPLINE_CURVE_WITH_KNOTS,0.0,3.0,0.0,1274.0,1273.0,1272.0,0.0,0.0,"[\n, 1277, 1274, 1273, 1272]"
286,ADVANCED_FACE,0.0,263.0,1714.0,0.0,0.0,0.0,0.0,0.0,"[263, 1714]"
287,ADVANCED_FACE,0.0,149.0,200.0,0.0,0.0,0.0,0.0,0.0,"[149, 200]"
288,ADVANCED_FACE,0.0,97.0,198.0,0.0,0.0,0.0,0.0,0.0,"[97, 198]"
289,ADVANCED_FACE,0.0,245.0,195.0,0.0,0.0,0.0,0.0,0.0,"[245, 195]"
290,ADVANCED_FACE,0.0,146.0,203.0,0.0,0.0,0.0,0.0,0.0,"[146, 203]"
291,ADVANCED_FACE,0.0,137.0,156.0,0.0,0.0,0.0,0.0,0.0,"[137, 156]"
292,ADVANCED_FACE,0.0,239.0,190.0,0.0,0.0,0.0,0.0,0.0,"[239, 190]"
293,ADVANCED_FACE,0.0,202.0,139.0,0.0,0.0,0.0,0.0,0.0,"[202, 139]"
294,ADVANCED_FACE,0.0,204.0,152.0,0.0,0.0,0.0,0.0,0.0,"[204, 152]"
295,ADVANCED_FACE,0.0,192.0,18.0,0.0,0.0,0.0,0.0,0.0,"[192, 18]"
296,ADVANCED_FACE,0.0,240.0,237.0,0.0,0.0,0.0,0.0,0.0,"[240, 237]"
297,ADVANCED_FACE,0.0,246.0,223.0,0.0,0.0,0.0,0.0,0.0,"[246, 223]"
298,ADVANCED_FACE,0.0,126.0,211.0,0.0,0.0,0.0,0.0,0.0,"[126, 211]"
299,ADVANCED_FACE,0.0,163.0,487.0,0.0,0.0,0.0,0.0,0.0,"[163, 487]"
300,ADVANCED_FACE,0.0,266.0,205.0,0.0,0.0,0.0,0.0,0.0,"[266, 205]"
301,ADVANCED_FACE,0.0,251.0,220.0,0.0,0.0,0.0,0.0,0.0,"[251, 220]"
302,ADVANCED_FACE,0.0,206.0,134.0,135.0,515.0,0.0,0.0,0.0,"[206, 134, 135, 515]"
303,ADVANCED_FACE,0.0,214.0,509.0,0.0,0.0,0.0,0.0,0.0,"[214, 509]"
304,ADVANCED_FACE,0.0,57.0,519.0,0.0,0.0,0.0,0.0,0.0,"[57, 519]"
305,ADVANCED_FACE,0.0,133.0,523.0,1.0,0.0,0.0,0.0,0.0,"[133, 523]"
306,ADVANCED_FACE,0.0,36.0,527.0,0.0,0.0,0.0,0.0,0.0,"[36, 527]"
307,ADVANCED_FACE,0.0,132.0,531.0,0.0,0.0,0.0,0.0,0.0,"[132, 531]"
308,ADVANCED_FACE,0.0,242.0,535.0,0.0,0.0,0.0,0.0,0.0,"[242, 535]"
309,ADVANCED_FACE,0.0,221.0,539.0,0.0,0.0,0.0,0.0,0.0,"[221, 539]"
310,ADVANCED_FACE,0.0,40.0,224.0,0.0,0.0,0.0,0.0,0.0,"[40, 224]"
311,ADVANCED_FACE,0.0,256.0,55.0,0.0,0.0,0.0,0.0,0.0,"[256, 55]"
312,ADVANCED_FACE,0.0,226.0,213.0,0.0,0.0,0.0,0.0,0.0,"[226, 213]"
313,ADVANCED_FACE,0.0,252.0,208.0,216.0,556.0,0.0,0.0,0.0,"[252, 208, 216, 556]"
314,ADVANCED_FACE,0.0,230.0,212.0,1.0,0.0,0.0,0.0,0.0,"[230, 212]"
315,ADVANCED_FACE,0.0,207.0,561.0,0.0,0.0,0.0,0.0,0.0,"[207, 561]"
316,ADVANCED_FACE,0.0,127.0,122.0,560.0,0.0,0.0,0.0,0.0,"[127, 122, 560]"
317,ADVANCED_FACE,0.0,215.0,51.0,0.0,0.0,0.0,0.0,0.0,"[215, 51]"
318,ADVANCED_FACE,0.0,38.0,123.0,573.0,0.0,0.0,0.0,0.0,"[38, 123, 573]"
319,ADVANCED_FACE,0.0,39.0,33.0,0.0,0.0,0.0,0.0,0.0,"[39, 33]"
320,ADVANCED_FACE,0.0,94.0,579.0,0.0,0.0,0.0,0.0,0.0,"[94, 579]"
321,ADVANCED_FACE,0.0,222.0,581.0,0.0,0.0,0.0,0.0,0.0,"[222, 581]"
322,ADVANCED_FACE,0.0,54.0,585.0,0.0,0.0,0.0,0.0,0.0,"[54, 585]"
323,ADVANCED_FACE,0.0,37.0,589.0,0.0,0.0,0.0,0.0,0.0,"[37, 589]"
324,ADVANCED_FACE,0.0,96.0,46.0,0.0,0.0,0.0,0.0,0.0,"[96, 46]"
325,ADVANCED_FACE,0.0,32.0,111.0,0.0,0.0,0.0,0.0,0.0,"[32, 111]"
326,ADVANCED_FACE,0.0,53.0,109.0,602.0,0.0,0.0,0.0,0.0,"[53, 109, 602]"
327,ADVANCED_FACE,0.0,93.0,34.0,0.0,0.0,0.0,0.0,0.0,"[93, 34]"
328,ADVANCED_FACE,0.0,49.0,116.0,0.0,0.0,0.0,0.0,0.0,"[49, 116]"
329,ADVANCED_FACE,0.0,52.0,35.0,0.0,0.0,0.0,0.0,0.0,"[52, 35]"
330,ADVANCED_FACE,0.0,47.0,44.0,615.0,0.0,0.0,0.0,0.0,"[47, 44, 615]"
331,ADVANCED_FACE,0.0,48.0,42.0,0.0,0.0,0.0,0.0,0.0,"[48, 42]"
332,ADVANCED_FACE,0.0,45.0,43.0,89.0,623.0,0.0,0.0,0.0,"[45, 43, 89, 623]"
333,ADVANCED_FACE,0.0,106.0,619.0,0.0,0.0,0.0,0.0,0.0,"[106, 619]"
334,ADVANCED_FACE,0.0,50.0,627.0,0.0,0.0,0.0,0.0,0.0,"[50, 627]"
335,ADVANCED_FACE,0.0,124.0,29.0,88.0,635.0,1.0,0.0,0.0,"[124, 29, 88, 635]"
336,ADVANCED_FACE,0.0,87.0,128.0,0.0,0.0,0.0,0.0,0.0,"[87, 128]"
337,ADVANCED_FACE,0.0,86.0,85.0,641.0,0.0,0.0,0.0,0.0,"[86, 85, 641]"
338,ADVANCED_FACE,0.0,30.0,82.0,0.0,0.0,0.0,0.0,0.0,"[30, 82]"
339,ADVANCED_FACE,0.0,84.0,23.0,0.0,0.0,0.0,0.0,0.0,"[84, 23]"
340,ADVANCED_FACE,0.0,113.0,80.0,651.0,0.0,0.0,0.0,0.0,"[113, 80, 651]"
341,ADVANCED_FACE,0.0,31.0,144.0,0.0,0.0,0.0,0.0,0.0,"[31, 144]"
342,ADVANCED_FACE,0.0,26.0,657.0,1.0,0.0,0.0,0.0,0.0,"[26, 657]"
343,ADVANCED_FACE,0.0,81.0,659.0,0.0,0.0,0.0,0.0,0.0,"[81, 659]"
344,ADVANCED_FACE,0.0,24.0,663.0,0.0,0.0,0.0,0.0,0.0,"[24, 663]"
345,ADVANCED_FACE,0.0,83.0,667.0,0.0,0.0,0.0,0.0,0.0,"[83, 667]"
346,ADVANCED_FACE,0.0,25.0,671.0,0.0,0.0,0.0,0.0,0.0,"[25, 671]"
347,ADVANCED_FACE,0.0,142.0,675.0,0.0,0.0,0.0,0.0,0.0,"[142, 675]"
348,ADVANCED_FACE,0.0,147.0,679.0,0.0,0.0,0.0,0.0,0.0,"[147, 679]"
349,CARTESIAN_POINT,0.0,-21.213351823494794,-10.070000000000006,39.599999999999966,0.0,0.0,0.0,0.0,[]
350,DIRECTION,0.0,0.7071067811865512,0.0,0.7071067811865439,0.0,0.0,0.0,0.0,[]
351,DIRECTION,0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,[]
352,DIRECTION,0.0,0.0,0.5150380749100544,0.8571673007021121,0.0,0.0,0.0,0.0,[]
353,CARTESIAN_POINT,0.0,-21.213351823494794,15.85,37.49999999999998,0.0,0.0,0.0,0.0,[]
354,DIRECTION,0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,[]
355,CARTESIAN_POINT,0.0,-14.999999999999996,-18.750000000000007,49.00000000000001,0.0,0.0,0.0,0.0,[]
356,VERTEX_POINT,0.0,678.0,0.0,0.0,0.0,0.0,0.0,0.0,[678]
357,DIRECTION,0.0,-1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,[]
358,DIRECTION,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,[]
359,CARTESIAN_POINT,0.0,-21.213351823494794,3.9299999999999935,17.49999999999998,0.0,0.0,0.0,0.0,[]
360,DIRECTION,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,[]
361,DIRECTION,0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,[]
362,CARTESIAN_POINT,0.0,-21.213351823494794,3.9299999999999935,17.49999999999998,0.0,0.0,0.0,0.0,[]
363,DIRECTION,0.0,-1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,[]
364,DIRECTION,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,[]
365,DIRECTION,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,[]
366,DIRECTION,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,[]
367,DIRECTION,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
368,CARTESIAN_POINT,0.0,-21.213351823494794,-10.070000000000006,17.49999999999998,0.0,0.0,0.0,0.0,[]
369,VERTEX_POINT,0.0,683.0,0.0,0.0,0.0,0.0,0.0,0.0,[683]
370,VERTEX_POINT,0.0,687.0,0.0,0.0,0.0,0.0,0.0,0.0,[687]
371,VERTEX_POINT,0.0,682.0,0.0,0.0,0.0,0.0,0.0,0.0,[682]
372,VERTEX_POINT,0.0,688.0,0.0,0.0,0.0,0.0,0.0,0.0,[688]
373,VERTEX_POINT,0.0,689.0,0.0,0.0,0.0,0.0,0.0,0.0,[689]
374,VERTEX_POINT,0.0,690.0,0.0,0.0,0.0,0.0,0.0,0.0,[690]
375,VERTEX_POINT,0.0,691.0,0.0,0.0,0.0,0.0,0.0,0.0,[691]
376,VERTEX_POINT,0.0,686.0,0.0,0.0,0.0,0.0,0.0,0.0,[686]
377,VERTEX_POINT,0.0,692.0,0.0,0.0,0.0,0.0,0.0,0.0,[692]
378,VERTEX_POINT,0.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,[693]
379,VERTEX_POINT,0.0,694.0,0.0,0.0,0.0,0.0,0.0,0.0,[694]
380,VERTEX_POINT,0.0,695.0,0.0,0.0,0.0,0.0,0.0,0.0,[695]
381,VERTEX_POINT,0.0,696.0,0.0,0.0,0.0,0.0,0.0,0.0,[696]
382,CARTESIAN_POINT,0.0,-14.999999999999996,-18.750000000000007,49.00000000000001,0.0,0.0,0.0,0.0,[]
383,VERTEX_POINT,0.0,697.0,0.0,0.0,0.0,0.0,0.0,0.0,[697]
384,VERTEX_POINT,0.0,698.0,0.0,0.0,0.0,0.0,0.0,0.0,[698]
385,VERTEX_POINT,0.0,699.0,0.0,0.0,0.0,0.0,0.0,0.0,[699]
386,VERTEX_POINT,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,[700]
387,VERTEX_POINT,0.0,701.0,0.0,0.0,0.0,0.0,0.0,0.0,[701]
388,VERTEX_POINT,0.0,702.0,0.0,0.0,0.0,0.0,0.0,0.0,[702]
389,VERTEX_POINT,0.0,703.0,0.0,0.0,0.0,0.0,0.0,0.0,[703]
390,VERTEX_POINT,0.0,704.0,0.0,0.0,0.0,0.0,0.0,0.0,[704]
391,VERTEX_POINT,0.0,705.0,0.0,0.0,0.0,0.0,0.0,0.0,[705]
392,VERTEX_POINT,0.0,706.0,0.0,0.0,0.0,0.0,0.0,0.0,[706]
393,VERTEX_POINT,0.0,707.0,0.0,0.0,0.0,0.0,0.0,0.0,[707]
394,VERTEX_POINT,0.0,708.0,0.0,0.0,0.0,0.0,0.0,0.0,[708]
395,VERTEX_POINT,0.0,709.0,0.0,0.0,0.0,0.0,0.0,0.0,[709]
396,VERTEX_POINT,0.0,710.0,0.0,0.0,0.0,0.0,0.0,0.0,[710]
397,VERTEX_POINT,0.0,711.0,0.0,0.0,0.0,0.0,0.0,0.0,[711]
398,VERTEX_POINT,0.0,712.0,0.0,0.0,0.0,0.0,0.0,0.0,[712]
399,VERTEX_POINT,0.0,713.0,0.0,0.0,0.0,0.0,0.0,0.0,[713]
400,VERTEX_POINT,0.0,714.0,0.0,0.0,0.0,0.0,0.0,0.0,[714]
401,VERTEX_POINT,0.0,715.0,0.0,0.0,0.0,0.0,0.0,0.0,[715]
402,VERTEX_POINT,0.0,716.0,0.0,0.0,0.0,0.0,0.0,0.0,[716]
403,VERTEX_POINT,0.0,717.0,0.0,0.0,0.0,0.0,0.0,0.0,[717]
404,VERTEX_POINT,0.0,718.0,0.0,0.0,0.0,0.0,0.0,0.0,[718]
405,VERTEX_POINT,0.0,719.0,0.0,0.0,0.0,0.0,0.0,0.0,[719]
406,VERTEX_POINT,0.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,[720]
407,VERTEX_POINT,0.0,721.0,0.0,0.0,0.0,0.0,0.0,0.0,[721]
408,VERTEX_POINT,0.0,722.0,0.0,0.0,0.0,0.0,0.0,0.0,[722]
409,VERTEX_POINT,0.0,723.0,0.0,0.0,0.0,0.0,0.0,0.0,[723]
410,VERTEX_POINT,0.0,724.0,0.0,0.0,0.0,0.0,0.0,0.0,[724]
411,VERTEX_POINT,0.0,725.0,0.0,0.0,0.0,0.0,0.0,0.0,[725]
412,VERTEX_POINT,0.0,726.0,0.0,0.0,0.0,0.0,0.0,0.0,[726]
413,VERTEX_POINT,0.0,727.0,0.0,0.0,0.0,0.0,0.0,0.0,[727]
414,VERTEX_POINT,0.0,728.0,0.0,0.0,0.0,0.0,0.0,0.0,[728]
415,VERTEX_POINT,0.0,729.0,0.0,0.0,0.0,0.0,0.0,0.0,[729]
416,VERTEX_POINT,0.0,730.0,0.0,0.0,0.0,0.0,0.0,0.0,[730]
417,VERTEX_POINT,0.0,731.0,0.0,0.0,0.0,0.0,0.0,0.0,[731]
418,VERTEX_POINT,0.0,732.0,0.0,0.0,0.0,0.0,0.0,0.0,[732]
419,VERTEX_POINT,0.0,733.0,0.0,0.0,0.0,0.0,0.0,0.0,[733]
420,VERTEX_POINT,0.0,734.0,0.0,0.0,0.0,0.0,0.0,0.0,[734]
421,VERTEX_POINT,0.0,735.0,0.0,0.0,0.0,0.0,0.0,0.0,[735]
422,VERTEX_POINT,0.0,736.0,0.0,0.0,0.0,0.0,0.0,0.0,[736]
423,VERTEX_POINT,0.0,737.0,0.0,0.0,0.0,0.0,0.0,0.0,[737]
424,VERTEX_POINT,0.0,738.0,0.0,0.0,0.0,0.0,0.0,0.0,[738]
425,VERTEX_POINT,0.0,739.0,0.0,0.0,0.0,0.0,0.0,0.0,[739]
426,VERTEX_POINT,0.0,740.0,0.0,0.0,0.0,0.0,0.0,0.0,[740]
427,VERTEX_POINT,0.0,741.0,0.0,0.0,0.0,0.0,0.0,0.0,[741]
428,VERTEX_POINT,0.0,742.0,0.0,0.0,0.0,0.0,0.0,0.0,[742]
429,VERTEX_POINT,0.0,743.0,0.0,0.0,0.0,0.0,0.0,0.0,[743]
430,VERTEX_POINT,0.0,744.0,0.0,0.0,0.0,0.0,0.0,0.0,[744]
431,VERTEX_POINT,0.0,745.0,0.0,0.0,0.0,0.0,0.0,0.0,[745]
432,VERTEX_POINT,0.0,746.0,0.0,0.0,0.0,0.0,0.0,0.0,[746]
433,VERTEX_POINT,0.0,747.0,0.0,0.0,0.0,0.0,0.0,0.0,[747]
434,VERTEX_POINT,0.0,748.0,0.0,0.0,0.0,0.0,0.0,0.0,[748]
435,VERTEX_POINT,0.0,749.0,0.0,0.0,0.0,0.0,0.0,0.0,[749]
436,VERTEX_POINT,0.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,[750]
437,VERTEX_POINT,0.0,751.0,0.0,0.0,0.0,0.0,0.0,0.0,[751]
438,VERTEX_POINT,0.0,752.0,0.0,0.0,0.0,0.0,0.0,0.0,[752]
439,VERTEX_POINT,0.0,753.0,0.0,0.0,0.0,0.0,0.0,0.0,[753]
440,VERTEX_POINT,0.0,754.0,0.0,0.0,0.0,0.0,0.0,0.0,[754]
441,VERTEX_POINT,0.0,755.0,0.0,0.0,0.0,0.0,0.0,0.0,[755]
442,VERTEX_POINT,0.0,756.0,0.0,0.0,0.0,0.0,0.0,0.0,[756]
443,VERTEX_POINT,0.0,757.0,0.0,0.0,0.0,0.0,0.0,0.0,[757]
444,VERTEX_POINT,0.0,758.0,0.0,0.0,0.0,0.0,0.0,0.0,[758]
445,VERTEX_POINT,0.0,759.0,0.0,0.0,0.0,0.0,0.0,0.0,[759]
446,VERTEX_POINT,0.0,760.0,0.0,0.0,0.0,0.0,0.0,0.0,[760]
447,VERTEX_POINT,0.0,761.0,0.0,0.0,0.0,0.0,0.0,0.0,[761]
448,VERTEX_POINT,0.0,762.0,0.0,0.0,0.0,0.0,0.0,0.0,[762]
449,VERTEX_POINT,0.0,763.0,0.0,0.0,0.0,0.0,0.0,0.0,[763]
450,VERTEX_POINT,0.0,764.0,0.0,0.0,0.0,0.0,0.0,0.0,[764]
451,VERTEX_POINT,0.0,765.0,0.0,0.0,0.0,0.0,0.0,0.0,[765]
452,VERTEX_POINT,0.0,766.0,0.0,0.0,0.0,0.0,0.0,0.0,[766]
453,VERTEX_POINT,0.0,767.0,0.0,0.0,0.0,0.0,0.0,0.0,[767]
454,VERTEX_POINT,0.0,768.0,0.0,0.0,0.0,0.0,0.0,0.0,[768]
455,VERTEX_POINT,0.0,769.0,0.0,0.0,0.0,0.0,0.0,0.0,[769]
456,VERTEX_POINT,0.0,770.0,0.0,0.0,0.0,0.0,0.0,0.0,[770]
457,VERTEX_POINT,0.0,771.0,0.0,0.0,0.0,0.0,0.0,0.0,[771]
458,VERTEX_POINT,0.0,772.0,0.0,0.0,0.0,0.0,0.0,0.0,[772]
459,VERTEX_POINT,0.0,773.0,0.0,0.0,0.0,0.0,0.0,0.0,[773]
460,VERTEX_POINT,0.0,774.0,0.0,0.0,0.0,0.0,0.0,0.0,[774]
461,VERTEX_POINT,0.0,775.0,0.0,0.0,0.0,0.0,0.0,0.0,[775]
462,VERTEX_POINT,0.0,776.0,0.0,0.0,0.0,0.0,0.0,0.0,[776]
463,VERTEX_POINT,0.0,777.0,0.0,0.0,0.0,0.0,0.0,0.0,[777]
464,VERTEX_POINT,0.0,778.0,0.0,0.0,0.0,0.0,0.0,0.0,[778]
465,VERTEX_POINT,0.0,779.0,0.0,0.0,0.0,0.0,0.0,0.0,[779]
466,VERTEX_POINT,0.0,780.0,0.0,0.0,0.0,0.0,0.0,0.0,[780]
467,VERTEX_POINT,0.0,781.0,0.0,0.0,0.0,0.0,0.0,0.0,[781]
468,VERTEX_POINT,0.0,782.0,0.0,0.0,0.0,0.0,0.0,0.0,[782]
469,CARTESIAN_POINT,0.0,-14.999999999999996,-18.750000000000007,35.0,0.0,0.0,0.0,0.0,[]
470,DIRECTION,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,[]
471,DIRECTION,0.0,-1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,[]
472,VERTEX_POINT,0.0,783.0,0.0,0.0,0.0,0.0,0.0,0.0,[783]
473,DIRECTION,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,[]
474,DIRECTION,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,[]
475,DIRECTION,0.0,-1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,[]
476,DIRECTION,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,[]
477,VERTEX_POINT,0.0,784.0,0.0,0.0,0.0,0.0,0.0,0.0,[784]
478,VERTEX_POINT,0.0,785.0,0.0,0.0,0.0,0.0,0.0,0.0,[785]
479,VERTEX_POINT,0.0,786.0,0.0,0.0,0.0,0.0,0.0,0.0,[786]
480,VERTEX_POINT,0.0,787.0,0.0,0.0,0.0,0.0,0.0,0.0,[787]
481,VERTEX_POINT,0.0,788.0,0.0,0.0,0.0,0.0,0.0,0.0,[788]
482,VERTEX_POINT,0.0,789.0,0.0,0.0,0.0,0.0,0.0,0.0,[789]
483,VERTEX_POINT,0.0,790.0,0.0,0.0,0.0,0.0,0.0,0.0,[790]
484,DIRECTION,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,[]
485,DIRECTION,0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,[]
486,DIRECTION,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,[]
487,PLANE,0.0,1640.0,0.0,0.0,0.0,0.0,0.0,0.0,[1640]
488,CARTESIAN_POINT,0.0,-21.213351823494794,21.25,37.49999999999998,0.0,0.0,0.0,0.0,[]
489,CARTESIAN_POINT,0.0,0.0,5.53,53.999999999999964,0.0,0.0,0.0,0.0,[]
490,DIRECTION,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,[]
491,CARTESIAN_POINT,0.0,25.0,-27.750000000000004,55.0,0.0,0.0,0.0,0.0,[]
492,CARTESIAN_POINT,0.0,-21.213351823494794,21.25,17.49999999999998,0.0,0.0,0.0,0.0,[]
493,DIRECTION,0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,[]
494,DIRECTION,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
495,CARTESIAN_POINT,0.0,-21.213351823494794,21.25,37.49999999999998,0.0,0.0,0.0,0.0,[]
496,DIRECTION,0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,[]
497,DIRECTION,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,[]
498,CARTESIAN_POINT,0.0,-21.213351823494794,-10.070000000000006,37.49999999999998,0.0,0.0,0.0,0.0,[]
499,DIRECTION,0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,[]
500,DIRECTION,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,[]
501,CARTESIAN_POINT,0.0,-21.213351823494794,3.9299999999999935,37.49999999999998,0.0,0.0,0.0,0.0,[]
502,DIRECTION,0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,[]
503,CARTESIAN_POINT,0.0,-14.999999999999996,-18.750000000000007,35.0,0.0,0.0,0.0,0.0,[]
504,CARTESIAN_POINT,0.0,-21.213351823494794,3.9299999999999935,37.49999999999998,0.0,0.0,0.0,0.0,[]
505,DIRECTION,0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,[]
506,DIRECTION,0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,[]
507,DIRECTION,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,[]
508,DIRECTION,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,[]
509,PLANE,0.0,1452.0,0.0,0.0,0.0,0.0,0.0,0.0,[1452]
510,DIRECTION,0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,[]
511,CARTESIAN_POINT,0.0,-21.213351823494794,21.25,17.49999999999998,0.0,0.0,0.0,0.0,[]
512,CARTESIAN_POINT,0.0,-25.0,21.25,-0.001000000000001,0.0,0.0,0.0,0.0,[]
513,CARTESIAN_POINT,0.0,-25.0,-27.750000000000004,55.0,0.0,0.0,0.0,0.0,[]
514,CARTESIAN_POINT,0.0,25.001,7.129999999999993,6.417291809229281e-16,0.0,0.0,0.0,0.0,[]
515,PLANE,0.0,1453.0,0.0,0.0,0.0,0.0,0.0,0.0,[1453]
516,DIRECTION,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,[]
517,DIRECTION,0.0,0.0,-0.0,1.0,0.0,0.0,0.0,0.0,[]
518,CARTESIAN_POINT,0.0,-25.0,29.25,55.0,0.0,0.0,0.0,0.0,[]
519,PLANE,0.0,1450.0,0.0,0.0,0.0,0.0,0.0,0.0,[1450]
520,DIRECTION,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,[]
521,DIRECTION,0.0,0.0,-0.0,-1.0,0.0,0.0,0.0,0.0,[]
522,CARTESIAN_POINT,0.0,-25.0,29.25,0.0,0.0,0.0,0.0,0.0,[]
523,PLANE,0.0,1451.0,0.0,0.0,0.0,0.0,0.0,0.0,[1451]
524,DIRECTION,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
525,DIRECTION,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,[]
526,CARTESIAN_POINT,0.0,-25.0,-27.750000000000004,55.0,0.0,0.0,0.0,0.0,[]
527,PLANE,0.0,1448.0,0.0,0.0,0.0,0.0,0.0,0.0,[1448]
528,DIRECTION,0.0,0.0,-0.0,1.0,0.0,0.0,0.0,0.0,[]
